fecha,FK_TipoDato,FK_Periodo,Anyo,Valor,Secreto,data_type,extraction_date
2024-08-31,1,1970-01-01 00:00:00.000000009,2024,115.009,False,groups,2025-10-27 17:19:17
2024-09-30,1,1970-01-01 00:00:00.000000010,2024,115.726,False,groups,2025-10-27 17:19:17
2024-10-31,1,1970-01-01 00:00:00.000000011,2024,116.01,False,groups,2025-10-27 17:19:17
2024-11-30,1,1970-01-01 00:00:00.000000012,2024,116.534,False,groups,2025-10-27 17:19:17
2024-12-31,1,1970-01-01 00:00:00.000000001,2025,116.733,False,groups,2025-10-27 17:19:17
2025-01-31,1,1970-01-01 00:00:00.000000002,2025,117.191,False,groups,2025-10-27 17:19:17
2025-02-28,1,1970-01-01 00:00:00.000000003,2025,117.26,False,groups,2025-10-27 17:19:17
2025-03-31,1,1970-01-01 00:00:00.000000004,2025,117.997,False,groups,2025-10-27 17:19:17
2025-04-30,1,1970-01-01 00:00:00.000000005,2025,118.077,False,groups,2025-10-27 17:19:17
2025-05-31,1,1970-01-01 00:00:00.000000006,2025,118.867,False,groups,2025-10-27 17:19:17
2025-06-30,1,1970-01-01 00:00:00.000000007,2025,118.777,False,groups,2025-10-27 17:19:17
2025-07-31,1,1970-01-01 00:00:00.000000008,2025,118.824,False,groups,2025-10-27 17:19:17
2025-08-31,1,1970-01-01 00:00:00.000000009,2025,118.485,False,groups,2025-10-27 17:19:17
